A3R1WFO4KIUQXZ,B00EUFP39E,3.0,1385337600
A3VGIHDVYND1FT,B003M2YT96,5.0,1280361600
AU5YLFU5Q5FTZ,B009QUDLC4,5.0,1368576000
A39O9JOM0YEN9K,B001EPX7N2,3.0,1262822400
A35Y1V9LEET8PV,B0087TESSQ,4.0,1393718400
A34GGW3L3E6CLR,B000EQ0K0A,5.0,1162598400
A7W91R7WDDCLL,B0013EXTZU,5.0,1281484800
A1IC6REP1ESB0Z,B003B3P2CY,4.0,1293926400
A2C6AA5TZ1EFVL,B002RM08RE,4.0,1404950400
A7AST7K9BODCD,B004KZ9U98,5.0,1379030400
AA02W2C22RN7Z,B005CQAN2M,5.0,1322179200
A11BUX4I984UGF,B005TI1ILS,5.0,1328400000
A2G7A8CHJ4NHQE,B000WL0I1I,5.0,1301616000
A1ILWPH1GHUXE2,B0040X4PQI,5.0,1361318400
A3OP8R5B3IDUGD,B009A4B6YG,5.0,1365465600
A4WJVNMY29J87,B000I1X6PM,1.0,1368576000
A2FSNKV6HU31RR,B005OUQ9WO,5.0,1330128000
A3UN838CJ5NTHW,B005CZD8AM,5.0,1372118400
A288VFBYAYRGZP,B0039ORBLK,5.0,1392768000
A16CG145702YYV,B0078FBX24,4.0,1336521600
A19DBB5NS1COVZ,B007W1157C,3.0,1344816000
AOBJA4K3XUBLG,B00FD5L646,5.0,1403136000
A3QQPWXRBBK6AX,B00A4LAZMS,5.0,1380499200
A1MG8G1VL8C1WY,B005EOWBKE,5.0,1338854400
A11I1I9QLMAM1A,B003HFCDLY,5.0,1358553600
A2E7S7EYLCWU24,B008L7F7SY,3.0,1399248000
A35N2PHV0WRRR4,B004SD1ZPY,1.0,1379462400
A2K68E2WELCXPI,B00FDUHD2K,5.0,1404259200
A2H1YWA6FMDISZ,B00D02AG7C,5.0,1389571200
AG86I3KELRQCZ,B003GIJTR8,5.0,1371254400
A3LOL9TT2YCVJY,B0038FNC8G,5.0,1353974400
A29F6QWCR79J9R,B0023B1364,3.0,1356739200
AUXEBIW4V0JPE,B0032O3MB0,5.0,1287532800
A2IC1FX23TTVZE,B006XZNPLW,5.0,1386806400
AA4DQ7LCSZFS4,B0029HLO4S,4.0,1363824000
A3JRDBINE54SBS,B00104QGXA,3.0,1290729600
A3V7XA22DXHT49,B0002BEQWK,5.0,1349740800
A2ZM0J3S1PWSQP,B000B9RI14,5.0,1316304000
A3FY3QZ3T57RLC,B00752R89C,2.0,1364515200
A23Y9MC557LW8J,B008L2WS8Q,4.0,1362009600
A1N4SJI2OA95FV,B00752R89C,5.0,1336089600
A352Y5VJVPIBA2,B003NMW1HC,1.0,1382659200
AY12HQCPSFNOS,B00C79DW7U,5.0,1389225600
A2V03HYX9R36US,B004CADY9I,5.0,1390867200
A15MVKFSE4Y0DP,B000087NBW,5.0,1372377600
A2EC1YJCR6XVBL,B001AZTFLO,2.0,1317945600
A2QFW4HIDXFDP3,B004SX0YYM,5.0,1398124800
A3JQKKDSX3PELZ,B000Q84G6K,1.0,1239753600
A16FU38966VATR,B00C7Y3432,4.0,1373155200
A28JP82G29VPLS,B007ILEHNU,1.0,1390262400
A2C3QXXXZNV3FZ,B000GVIOPQ,5.0,1287187200
A14OQ67LM79KW3,B0011UK2HE,5.0,1213833600
A359JUVGO9XIV6,B005H4Y6H2,5.0,1394236800
A1O1AOAY8RNNA0,B005TN0O5E,5.0,1356048000
A3HASEE2AQXYXP,B005UBNH18,5.0,1361318400
AF8OTETDT3443,B005H73OJK,4.0,1365206400
A1I5OO1TMWRYTF,B005CFDS84,5.0,1355788800
A473QWP4OIDGB,B005JWIZC4,5.0,1322956800
A2VZ6YKVVPZN9E,B00622AG6S,3.0,1363824000
A203FAGHW03D6A,B0041G69FE,5.0,1364947200
A1M0SL1O0M1QBJ,B003XU6H8I,4.0,1354665600
A11XORSEFWVWCJ,B00698ZUHK,4.0,1391472000
A36OI3BWKQZGNA,B007MBFSB6,5.0,1402012800
A12EFX9QNDUJ2I,B005FHZ2SI,5.0,1394496000
A2J0CYSHN37GA1,B005EJH6RW,4.0,1371427200
A2H3IMDN5TKGG1,B000HV9YT0,4.0,1273190400
ARZBBIWQ3L3J7,B00HTPHK5W,2.0,1399939200
A33HG4TE4INDIX,B00004SB92,5.0,1145577600
A2VHZ0MQJ9F3X1,B002QEBMAK,5.0,1325635200
A2EGVV7O4CEOIT,B006RD0U54,5.0,1378512000
AVDYT3XQB0AF,B005GGSN1G,1.0,1348272000
A61ZWE8ENZPJP,B0038KR8WM,5.0,1282521600
A8CJ0VOMXLJW8,B002IUG14O,1.0,1350604800
A2R7H4QCNCZJ5Q,B004OHX6P6,5.0,1334534400
A3OJNO1FGEEE2G,B006W41W7S,5.0,1397865600
A25LI9JVIHASPV,B00333AXGM,2.0,1286323200
AVAJO294BVLDV,B009NB8WR0,5.0,1382140800
AZPYIAOEAV3OZ,B00000K135,4.0,1353888000
A2TGL6DNT6J7EU,B004WZE8ZW,5.0,1327968000
A2J0SNNAFMHQFA,B001V6QZR4,4.0,1404691200
A1KBF01BGT9NGN,B004I5BUSO,4.0,1379289600
A21WEV7449G6WL,B004GCUJWM,1.0,1312243200
A25IXD6F36PL59,B00006SNZN,5.0,1398384000
A2UG509F865GJK,B0011X5I7U,5.0,1362441600
A78MN7YW7U5MM,B00A0HZOEA,1.0,1377129600
A1CCRHA6VT31OF,B001MRVHN4,5.0,1383868800
A18JZ01NNVAK14,B005ML9V7A,2.0,1321401600
AVUF9714IED6O,B005EN6WNW,2.0,1327017600
A2G5S1D1BDO6TA,B00EYXZI4M,5.0,1394236800
A12MZ1UVDI5OL2,B0036AWR8E,4.0,1347235200
A1LO0HTDI69VQR,B005C95NNI,5.0,1373068800
A1YW2AETNZRL0B,B004X40Z9A,5.0,1367971200
A304AY9M0FAI3Y,B00004ZCPO,5.0,1171929600
A2X4MOCF3814WN,B002FC9KK2,5.0,1280361600
A3MFFB8J7MBTW5,B002W5V8SE,5.0,1344384000
A2C69ZRMCNYGP1,B0088LYCZC,5.0,1387929600
ADYALOKUJ8PDH,B000H0338Y,3.0,1379030400
A2BXIBK7YXHJW2,B005OUV0J6,5.0,1369958400
AEJ5BYDJ7O5LW,B00004Z5M1,5.0,1188432000
ALQYEFCEL6BJW,B0086KP1I2,2.0,1377043200
A2TREXVLXTUQ61,B004VM1T5S,5.0,1372809600
AX3YI2L3MNJVI,B002RM08RE,5.0,1328745600
A1GU64G85A83XF,B003I671C8,5.0,1362009600
A1ENIOJBJ1PBDM,B0021L9JJO,5.0,1320796800
A3S5VZIVNBEI1,B00585CLSQ,5.0,1386892800
AYH6J9PP5V1BZ,B004TL3VJ8,4.0,1371254400
AXGIFLQRE6X44,B002FB7IWU,4.0,1298073600
A147GKYTDQTE6O,B000BDH2Y8,4.0,1186444800
A1PFJC6JDGI8DW,B000QEDE76,3.0,1316390400
AWJDWCZ20YA53,B008R7EWEI,5.0,1368489600
AY7TAFU06CRZI,B000094FV6,5.0,1225324800
A3HAE98DXZBSZQ,B00A2L3J1Y,5.0,1386115200
A3R1S9W3GPBHU4,B0009RJNJ8,5.0,1172102400
A1PJFALVA1MAQ5,B0000BVYY2,2.0,1146096000
APYU9WNSAHNZG,B006ZW4IVE,5.0,1397865600
AVXL8JKHC0EW6,B007WAWHD4,3.0,1354752000
A3B74T5SUGX0TR,B000O7OO24,5.0,1392940800
AXVORKGHPNFN5,B0017XIVJQ,5.0,1248998400
AQUX2FDETBMLU,B005ONMDYE,5.0,1397692800
A3JQUE9Y8P4L4C,B004P5IARG,5.0,1322784000
A3111RHBAW72NF,B00269VU0W,2.0,1310947200
A2GSI1PNIYEGU6,B0026FPV9M,1.0,1293840000
A1P8E63J5D04SA,B000EYRLXQ,5.0,1404691200
A9NOT9WJ0Q4LC,B005KG3P9W,3.0,1366934400
A31LTTMNF1ESXK,B00ABH2IMU,5.0,1395360000
AO38C3KZ9ZP19,B005KP0TT2,4.0,1329955200
A14OCA0R4R5USZ,B0038SQQ0Y,5.0,1395792000
A1AHMXPFFX96EO,B00176NKPS,2.0,1379894400
A1P194720OUHAG,B001GQYYSG,5.0,1290038400
A1N99ZQWN2PC6A,B0050MQIMW,5.0,1333584000
A1E76YI7ZS9I45,B0096NLG3M,1.0,1378425600
A3P11P9D7WE5RU,B00927EUW6,5.0,1401926400
AIYFNDPA8VWU3,B007HQR710,1.0,1338163200
A32ZUNKOP2DKCY,B003E2V3KM,3.0,1281744000
A27WTA2QY741EX,B0056VN9M4,1.0,1376611200
A30CZI32ULF6ZC,B006GLEZ8U,5.0,1377907200
A1B990PTK39WT4,B00CO1I29O,5.0,1393545600
A3IP4Z0ILA8M6B,B004VK4X26,1.0,1329523200
A1UH8MR8A4N1BC,B006ZAHMUU,5.0,1363737600
ATY70MUHFXL6K,B000WJCB9W,5.0,1203984000
A16AKZF7OBT80T,B007HA3UYE,4.0,1378684800
AXOQO93VWJ4Y6,B004IEALCQ,4.0,1323820800
A2DBXC27FMDTDH,B000MUXVYK,4.0,1356307200
A2FUD7TNC8HRYG,B005JCS6ZU,5.0,1342915200
AKS6Z717NNJ5H,B0031MOL2C,5.0,1283472000
A2SMS0RIIFG8B3,B009I0W3YO,5.0,1361318400
A3PNA283KIJ42H,B00CBPDJLO,2.0,1377216000
A1F8CE40GN3CGB,B001MS0Q6M,4.0,1298678400
ACN834E9SCQTW,B006GWO5WK,5.0,1356652800
A1LB7ZGV5CIENB,B000EPNDEG,4.0,1170979200
AH8A6CN3SUMF7,B00IFEVQVA,1.0,1395705600
A27G7KWJ57ZV7D,B0081P2LC6,5.0,1363564800
A2H2JOQB4TC8S9,B0009JZSKO,5.0,1276732800
A1U8TNMOSSU3HS,B00ATE7TQA,4.0,1374192000
A2QI6QNK9WJ3JG,B000UN7JXS,5.0,1198195200
A2VU8I1GKNSOW3,B00006HYKM,4.0,1066953600
A1KE06KXZCYVWG,B00181D3ZE,3.0,1254787200
A1OXE8V2MZLBZN,B0041P1SCY,1.0,1385510400
A1C7MASGVER4RQ,B001F7ARTQ,4.0,1296000000
A1HJKINMZ5C175,B008ABOJKS,5.0,1383609600
AZ9V4IS0JOB3J,B00005AW1H,1.0,1045785600
A32WCKIG3B6GBJ,B003II9MPA,2.0,1346025600
A5J4WD18QUQP1,B002HHMIX6,5.0,1356220800
AWZ82AURR0I1X,B000WYVBR0,5.0,1287446400
AYH9D3F9RWGL5,B004HNCRNO,5.0,1310601600
AQSDPD555CYUZ,B003ES5ZUU,5.0,1383523200
A18C43HWK1Z8W4,B008BMK71G,5.0,1366156800
AGR12OZK56NOR,B00EUQTCGI,1.0,1399507200
A1FMA648456J6D,B00BCS1EM2,4.0,1398124800
A3EB1WJ4DU3WF0,B000MFG44Y,5.0,1200096000
A1MEN1CNOD66WC,B002AF5184,4.0,1374019200
ACLDHP798WX9A,B007F5FXDM,5.0,1395619200
A3UK0TS2ODJZX9,B009AEVMH2,4.0,1359417600
A2EWZU60S83SYQ,B007L8ZAWC,5.0,1387584000
A2EO3OXNYEHE2,B005BJUZOG,4.0,1365033600
AXKTZALUBQXIM,B0015HPYFI,5.0,1284336000
A2MDFAHKZ692ZB,B00ARSNT7Q,5.0,1397779200
A2BG026RH34MC2,B004SD1XB0,4.0,1354060800
A2YI2KPP76F4JA,B0042I9P7K,5.0,1293580800
A15U3EC041T4UY,B00009R6TA,5.0,1196208000
A3TPX9KIUI9LUG,B00F0RFXD2,3.0,1393372800
AUYM5NVJTQ2XS,B0035WTVWI,2.0,1308960000
A1V3CLEE8KHTE2,B003UOSC9E,3.0,1365984000
A2U5DPYNTGIW0C,B0001SADGC,1.0,1356048000
AJV0W89Z54QK2,B004IYJX0C,5.0,1370390400
A2KO34FVHFJ62S,B005UUS6MO,5.0,1325203200
AONIBVB0HAKWR,B00A86QWN0,4.0,1396569600
AZ8T081BHL2C3,B007VGGFZU,5.0,1397260800
A25EKDUK3LC4EM,B000U9XMCE,5.0,1198108800
A24DYIPMZ3PX9D,B0049JAQMU,5.0,1313452800
A1EYTWPJK3Y9EU,B000DZKNM2,4.0,1164326400
A2BWFP3R7IH6UY,B004DBIKOK,5.0,1372464000
A1AN5JP7G4KFOQ,B00D4AX780,1.0,1381968000
A3TOSCCN3UPY73,B003CJTJ9E,1.0,1289520000
A18WDMXCQET3N,B005DITFDW,5.0,1397433600
A1RTGHUE85LM8A,B00DCDSLAI,1.0,1392422400
AU8JOXH0PM9HI,B004XYM1XI,5.0,1341619200
A15FXVY2AF8XFV,B005FDJC6K,5.0,1336867200
A3T1EP9Q68E9JQ,B00ABNAYKC,5.0,1360195200
A21AR3JXY6V8AB,B00A21L33K,4.0,1368057600
A191CH91F6UB12,B004NYB68E,5.0,1385337600
ACCWQLZJLWVID,B007WAWHD4,5.0,1358035200
A1ZFO90EUSHOCJ,B000AJIF4E,5.0,1168646400
A2W1IJ3ZHTLFES,B001GBYVB6,2.0,1264809600
ABJ3SXVIW981X,B00GN5IUP8,5.0,1394150400
A1MDOONAFU3H9E,B002S53LJ2,4.0,1316390400
A2WVF5FT50EGSA,B001S4OTS6,5.0,1359763200
A15DOXKO2W4TBN,B000W44H6W,5.0,1382832000
AF64I2Z9C1RB8,B005C76ZXC,5.0,1369612800
A179EHWXB6NSIQ,B001DU1ZHS,1.0,1374105600
A3MH6153FHMCNE,B004YLCLM6,5.0,1322179200
A31X1OU7VMM0M4,B000L47AHG,5.0,1382313600
A1WR0RX3IRCN3Z,B00D429Y12,5.0,1397433600
AJKELWCLZC7OJ,B0012S4APK,5.0,1298073600
A3IUW081KXD3PE,B007PZYBTY,4.0,1346457600
AA6YGGMQICTPW,B00091UIKC,4.0,1137542400
A2KH0RNHHMXL7R,B003YJ1CRO,5.0,1404950400
A18N6V8MB4OCKU,B005K7JLD0,5.0,1348704000
ANZC7O8Y91R4N,B004HBRQD2,1.0,1392940800
A17VDA04R1CGNS,B000OBJW1S,5.0,1228694400
A36XRJIYN1H5NI,B004E10KFG,5.0,1342310400
A3OC93X866Z8TB,B005DQG636,5.0,1332633600
A10TLVCEE6DN9L,B00CDIZHTG,4.0,1403568000
A1AKDLNAMK95BN,B002Y0SPI8,4.0,1315094400
A24075MZQM78BL,B0034CL2ZI,5.0,1365984000
A1PMBSUMACT5IR,B0042RUSY0,4.0,1319932800
AV2NGZQK05F7P,B009QVBHHO,5.0,1385683200
A12P9MVV9ER287,B0002X5Q72,1.0,1217116800
A1G2X0K6HOBHOP,B00906D9YE,1.0,1366243200
A29D432YZK8Y4T,B001HWPMXK,1.0,1228348800
A1C3H88401MLGI,B0001U5LW6,5.0,1356912000
A336JEHC2T4GTU,B002IVPUJA,5.0,1270944000
A3PZY4EOK9EQTF,B00006BAVK,1.0,1055548800
A15U6239NOI08C,B004HD5EXO,3.0,1334102400
A2FO75F90Q0DNV,B0019JROKA,5.0,1301702400
A38ZTPBV1GRTCP,B003SVURT2,4.0,1350864000
A33PYRO9VG2TFA,B003FVJYF8,5.0,1396828800
A2IHYNGBIXNRF7,B000QIWYSM,2.0,1325721600
A3F4IXKREMLTRS,B005WQRPIM,2.0,1393372800
AE746Y6UYMRV,B003VBKSWK,5.0,1336608000
A1V6CUNY64XKXO,B002ZV51DI,4.0,1364515200
AKN1SOU4GO7GU,B00829THH8,5.0,1394755200
A2YF1A9DHF1KPO,B0082DCPQ4,5.0,1361836800
A17KHFIOSBFHMW,B0002WTK48,3.0,1138924800
A3IGA83GYTS0H5,B004ETETZK,5.0,1400716800
A29Y68J1VVQH02,B003WSY6PM,5.0,1362268800
A37QTP9NIQR51L,B003LNML3W,5.0,1401494400
A3F9Y92Y177HEJ,B004KSB2FA,1.0,1381363200
A2V8CDDCQFANX2,B003UT0NXC,5.0,1354924800
A3TBU3B0NV6IE2,B009LO4LAQ,2.0,1385683200
A16LWSSK11XUHW,B004GCJEZU,4.0,1325635200
A1FWQ9EWEHTBYG,B003J8PCL2,5.0,1403913600
A20MRMXNEYTZ2T,B0002II7QE,2.0,1175731200
A2PWWLRB1GOIQ5,B000MRN0LM,4.0,1266278400
A1FKYSVPYTSMCM,B004R7A9YE,5.0,1386028800
AGO3X1GBTHQ7O,B00008Z0PB,2.0,1067299200
A2B4GRLURYYMVL,B0016OEV7C,1.0,1307664000
A21LYUMM6L9Y9A,B002HSXXMA,1.0,1324512000
A3W5D8HZ12FZ14,B001CCGYU0,5.0,1387411200
A2DIU5RL7YRUA8,B007KGLPJM,5.0,1397088000
A1VSJ1YD40Y7PG,B001S2R8E0,4.0,1295481600
A1FZUU9DZ3B57W,B002MCZJ78,3.0,1265155200
A3THCTL1657A8B,B005VEZ550,1.0,1360108800
A181930O4LOHDB,B006JH8T3S,4.0,1379894400
A3PGAGZLW2QB4C,B00BN5SXQE,5.0,1375228800
A3V0DPHXQQM2WR,B005DSPLC6,5.0,1326758400
A3GPIJX9YZP8R4,B004L7OO78,1.0,1329523200
ATVE9NKA6RZBP,B009NB8WR0,5.0,1385078400
A1OFD4VV7TV6QZ,B00449F6I4,4.0,1380672000
A2SWJPN0VHJ9JF,B007ZQ5ZTS,1.0,1370304000
A2Q8ZA4MGRJDAO,B001ZUZ10I,5.0,1257638400
A16QKA8MA9REAM,B0057Z1UXE,3.0,1390262400
A37DA2GHE2MLUZ,B005FYNSPK,5.0,1381881600
AMM0CPPOZKMQR,B00C2HQWWE,4.0,1397001600
A1JILV4KT7LPY4,B00C94GTJQ,5.0,1397520000
A16PWWFQAOLCKR,B005TN0MMO,4.0,1326499200
A1EJC26MUYHC7N,B001MTE32Y,5.0,1277769600
A1WDLGCSMUM7Q2,B004KU0RJK,5.0,1335657600
A19QLFHBU1GXTQ,B002V17W5C,5.0,1330732800
A1EHKH5MOI0F8L,B002U242WI,1.0,1388966400
A3AR873KSNAD8P,B00K5NYRMO,5.0,1405814400
A22DO1HUZ87IEF,B00C2M72A0,1.0,1391472000
A1D9ISO8M02O8V,B00BI9X7UC,5.0,1392249600
A3UP90Q9UAA77O,B00009R8GA,3.0,1287705600
A3IPDVVMGHDE5K,B00003CWDH,5.0,1284422400
AMBHOYOKTIWAU,B006GWO5WK,5.0,1386201600
A2E59MQWXM730J,B005QFH86S,5.0,1333065600
A25M0OS8G9M5SQ,B0092D43P4,5.0,1353715200
A3MHXDHSI6K1N,B004T9RR4A,2.0,1383868800
A1ULLVAFX373LB,B004JXVODQ,5.0,1356220800
AHAV6DFLEET0A,B003FZA2SM,5.0,1301011200
AEL36OCUZ67G4,B0041PO3OY,5.0,1360713600
A2YTMDIFE5XV7F,B001963NZI,5.0,1400716800
A06920746QV640VA3XTM,B008Y2SPH6,3.0,1374883200
A3648H5ZEHQECE,B002BDTLWW,4.0,1275609600
A1DTYXB0JC8NU3,B00752R4PK,4.0,1356048000
A3EG0D4O5WRRQK,B004QBUL1C,4.0,1358035200
A33AV44C4FFZL3,B000BN7E2I,5.0,1181520000
A1LPUIMKYWRSSD,B003ES5ZSW,3.0,1386806400
A37KVAYKKWNAIW,B0009ZBRS0,5.0,1304553600
A4NQ1GJQEDFWI,B00D856NOG,5.0,1391731200
AR84HZ9R4HK4K,B0094TH5IS,3.0,1404777600
A2JOBL7LJCGUDV,B004D39RMM,2.0,1298332800
A3HPCRD9RX351S,B001D4FZWA,5.0,1269043200
A23U26FIH0RL7M,B006RLL8FM,4.0,1360627200
AVZXW5TZHC9W4,B00GSPUES4,3.0,1402185600
A1ILCE8XOZMBK9,B007IV7KRU,1.0,1359158400
A3EPWY6W14MR2E,B0073FE1F0,5.0,1361491200
A29BO4EF7WLWXN,B003M5GVO4,5.0,1294704000
A3C23GTE4FB7YP,B0000AZK4G,4.0,1355184000
A1196AORVWU4U5,B0051G5SBY,5.0,1361836800
A20SP2EK05ARIZ,B009S4R9XA,2.0,1370044800
A33Y2TY6V4U00R,B008UNSPO2,5.0,1385510400
A3QE7WZTK1RZUC,B003X26PMO,5.0,1319673600
ACLOOR2LFJRC3,B002OW23LG,5.0,1289520000
A187EE9Y9V6X5D,B00AWBHFRI,5.0,1391990400
AABAWR6RRQ3LE,B0002ER3BS,5.0,1127606400
A16UKU1JHFHL5N,B005YR0M0W,5.0,1358899200
A3AFVX2CO63W03,B005G2R0AU,5.0,1336780800
AGMCLCA2YSG64,B008194UIU,4.0,1359072000
A19M9FCIL7LNE6,B0029N3U8K,5.0,1395705600
A2CT8H0EW3JO46,B005QXX0MG,5.0,1360368000
AD8RD18JMOIUJ,B008U5ZM6E,5.0,1379721600
A1J7S4U8LCLJRY,B009OMYHJU,1.0,1387929600
A1ZD15EW13NV0L,B0075SUIEI,4.0,1357603200
A345E7RL8OXJQ5,B006ZP2NH2,1.0,1398470400
A1O4W0LZOC5EXT,B0000DB4D1,2.0,1111708800
A60QFSC2IGB6N,B0014LC8EK,1.0,1267315200
A1S4IOFFIKMS79,B004RDDLIE,5.0,1366761600
A1IXEJLJO6X1XN,B003TGTS3C,5.0,1367539200
A3TB9HNQR54B5V,B003ES5ZUU,5.0,1305763200
A3R3QFPQXMZWE2,B001RS1LPW,5.0,1281225600
A2KL1WOVU8UXUN,B004FP3H2Y,5.0,1306195200
A21QWLOAZQYLF2,B008FU000M,3.0,1382659200
AGBQJLG0ZU074,B0044A0PRU,3.0,1385942400
AU1HUI7RAPM6V,B000WXSO76,3.0,1356739200
A34SPTCKYOKJ3A,B000UGLIXC,5.0,1187827200
A1LWKEGN23677X,B002MUGUFK,4.0,1362355200
A20DMDUGGY38SM,B005K2XY88,5.0,1359676800
A3DRZ1PQKIVR23,B001JP8T9Y,5.0,1266278400
A3CXH0W72IA5C0,B008NXFL28,2.0,1373932800
A3N3RM0Y6H4YK5,B003EEPSDS,1.0,1369440000
A2ZW3ANMU9A8TA,B004R0RQ8S,5.0,1388966400
A2R9GBGSLIEGPR,B005KOZNBW,3.0,1325548800
A56OGGOO14T80,B0031GK3OI,5.0,1343174400
A7EP8RTWMS5P1,B003DRMKXW,1.0,1355270400
A10P3TC2QK4BH3,B001PBYQHG,5.0,1395187200
AI5N269JP7JAA,B002HWJT1A,4.0,1394323200
A26QW9LNSKKESL,B00D856NOG,5.0,1391990400
A2Q5WRB9HYVBJK,B00AWKBZQQ,5.0,1368921600
APAXMXBM0JB9N,B001RCN1SS,4.0,1298592000
A3GYLNEQFRB9I3,B00DI84IQI,5.0,1381276800
A3KOQ5NP0IQ2QX,B00752QXZ2,5.0,1387152000
A3G8IFIKY8GZET,B005PXMKI2,5.0,1387929600
ACP47OHOBAI1T,B001G0WPLK,4.0,1345939200
A6XDZ1MJ0B1A2,B004R7P28W,5.0,1315353600
AGOFC82YF5CU8,B00BGA9WK2,5.0,1393891200
A1PDWVZY8O6WU9,B0024G48VA,5.0,1349395200
A178H3XJV6JOCF,B00AG308ZS,3.0,1383177600
AB7OZC3E2UW9D,B00763W2VO,1.0,1384992000
AYD8266ZVTHM9,B00APCMMDG,5.0,1398816000
A21MCLSCR5V90U,B0036WT3RU,5.0,1299024000
A28YNDLBCLANT4,B0094S360U,4.0,1392595200
A3QEREGBFUMKWV,B000BI7NHY,5.0,1190332800
A1QB8ASMDYHV48,B0007LCL90,4.0,1400544000
A2UMFKOUI382XE,B001ES5D5Y,5.0,1329350400
A1PL0PBCQ6YC9E,B009UEAZ84,5.0,1379030400
A38RJZZJL3TRAQ,B000YQQ9HI,1.0,1307404800
A3FITIS9WH07DY,B006OUAE9W,3.0,1372896000
A3RS787IBWROOG,B0087JESWW,5.0,1369180800
A3NHSV3U4D3PP7,B00CNSR4FQ,4.0,1375056000
A1FTA6F9JZOTEZ,B00E055H5O,3.0,1386892800
A1Q8E22ADC0AJ6,B00AZV1K4O,5.0,1378080000
A16Z8IN9OKS2B6,B00C5CMUM2,4.0,1391817600
A9Q7QBTFMAVCN,B00838DCCO,5.0,1356480000
A3GOJ21Z8AJVR0,B00C2JCXHU,5.0,1405123200
AQHYEIQQGI5X6,B001MTWZR4,5.0,1367193600
ASPQ6BNZM0AAH,B0002M5NNA,5.0,1298505600
A3ATR6BHGK2Q5E,B009650Q40,4.0,1396483200
A11Y3WW2NYFFFM,B004GIGA1A,5.0,1393459200
A2GYCRJVHQ3ZU,B004PEIAD6,5.0,1358985600
ASAUX3P2A23DU,B009A6CZ26,2.0,1387929600
A1LRH1JOH6V4S7,B007JV5OWM,2.0,1367020800
A1RZASTSDVIBHB,B0079R8MRU,4.0,1380067200
A32R8U96ZFMLK8,B005K7JLD0,5.0,1366156800
AEU8BP6JFTTOC,B00F34ND4I,5.0,1394755200
A3TIOKZU7L6K7P,B0079MCD66,5.0,1375660800
A1FCSEFPA5XG3T,B003ELYQGG,5.0,1364947200
A36MD4KAVIPLB2,B00006K0WO,4.0,1264032000
A3VL6OOZVAA9OR,B000OH3PEC,3.0,1379289600
A2DYTTSNF9LFM4,B003BT6BL4,5.0,1382745600
A2RVTL6SF577G3,B0055BJ03M,5.0,1377648000
A2UF6B7LP2JUB,B000TXZIDM,5.0,1219708800
A37IDELXUL6LX2,B003FWHTTA,5.0,1325030400
A1VAQ9L8RR1DTC,B001MJHCGI,3.0,1319500800
